flight_distance_km,booking_time_days,demand_factor,seat_availability,seasonality_factor,fare
3167,120,1.5875091144486781,0.21971552370905814,1.2,569
2986,336,1.3614313626353165,0.7573511902985575,1.0,1086
1322,182,1.5008185057912715,0.7802611125887025,1.0,774
4279,106,1.665573928477634,0.8691028619283194,1.2,672
1771,217,1.7933044604872832,0.9795514485107804,0.8,1037
5273,205,0.9708132450837057,0.980481535325322,0.8,852
5304,70,1.3070340580458544,0.2522214060531711,1.0,584
2343,44,1.7601621176587998,0.857471458202322,0.8,351
7006,329,1.9841766964475847,0.717047946925905,1.2,576
7557,301,1.8342789665656447,0.7178737074984729,1.2,1188
3640,228,1.0572008939365651,0.30267994129175585,1.0,509
3966,184,0.7927497758279756,0.7201497331565228,1.0,881
5844,107,1.2340888061098831,0.9859860644809983,1.0,554
3114,84,1.6124621777540633,0.9294548556315576,0.8,1381
5168,338,1.2388536061299464,0.5513045286438805,1.2,981
6117,250,1.2247712949705027,0.23195837862887547,1.2,374
8987,363,1.7573456316227007,0.4898347920001639,1.2,628
928,21,1.0421056686007795,0.8611122492804442,1.0,810
1565,196,1.7896920122174684,0.7611992811721329,1.2,1248
4692,178,1.1102072014275852,0.5674749244751651,0.8,900
898,7,0.9923496585175091,0.2440812281270649,0.8,1245
7386,70,1.1809848667995486,0.541515782258642,1.2,1009
595,127,1.6436704380123026,0.5752199517743068,1.0,551
7600,160,0.6890030417959914,0.9428444263153088,1.2,383
8282,248,0.7946288238080261,0.7128688828657277,0.8,333
4371,203,1.927167238494638,0.4493223333237191,0.8,524
4560,148,0.7632374410720361,0.6202546115605772,0.8,1127
2702,143,1.351590976896582,0.25284424625772806,1.2,1493
917,199,1.368971699992907,0.9780545885197895,0.8,681
2982,154,1.2344366930753672,0.4880479215445808,1.0,752
5146,142,1.4671178728652279,0.5822938839305087,1.2,458
5686,313,0.8447400886964276,0.4842271793895381,1.2,1031
8535,165,1.3289934016651224,0.7460093840929602,0.8,1377
5180,314,1.0582598828703458,0.7297857266636745,0.8,608
7466,21,1.4925008894437837,0.7722578484233085,1.0,271
4691,82,0.7118353150597242,0.4145145836895367,1.2,207
7392,69,1.3563161252592144,0.4525347849312528,0.8,397
5788,131,0.7779055330749856,0.3002009848769664,1.0,1232
7851,87,0.9179645946725545,0.7244079774768901,0.8,938
3836,218,0.8280647004853748,0.23183770186852204,1.2,971
1367,305,0.7742566698032256,0.6781458684187673,0.8,1308
1262,345,1.7385664273410004,0.8957567078813071,1.2,711
2356,341,0.9285613514913356,0.9126657186317069,0.8,454
8060,161,1.8906856727966739,0.5592302082959694,1.2,1330
5361,178,1.9548897880177862,0.567442950570459,1.0,726
5505,117,1.356890704905646,0.2615753464064139,1.2,638
6741,196,0.7145016839985896,0.7366120203544286,1.0,607
4929,327,1.0618223650693719,0.8570075362982765,1.2,954
9548,86,1.696598395022321,0.39572404368377045,1.0,1120
7530,289,1.0510860930456056,0.5370407053066917,0.8,1286
5534,81,0.6305258274541832,0.8710714694122164,1.2,528
9124,152,1.335177366392282,0.9016963741298305,0.8,536
4530,61,1.7676812772440522,0.39454398421138076,1.0,615
8210,61,1.6938895807152536,0.6404565076330915,1.2,1415
7001,354,0.7626847101955299,0.35399452050866165,1.2,573
5046,28,1.5091469216187001,0.28150301131164523,0.8,753
6931,43,0.8307563951534707,0.9288964011135661,1.2,1079
7441,169,0.8273113018282583,0.8564060033856873,1.2,870
1153,86,1.8111076599577778,0.8080279214425392,0.8,1217
2739,177,0.8745034291103453,0.23901305505051235,1.2,907
7256,17,0.8948710197770168,0.8749830341682061,0.8,1334
1742,98,0.5009800861419493,0.550435260724307,0.8,634
5493,198,1.8060035511882764,0.4739160986366877,0.8,735
1391,98,1.688892219813702,0.6371810888203011,0.8,281
6513,65,1.440993402636017,0.2730825941788447,0.8,319
7138,330,1.6253986459082634,0.805317239481919,1.0,989
2881,341,0.7280728511367377,0.6659480615106368,1.0,923
9609,5,1.187485391881363,0.34927207749853406,0.8,1295
1740,2,1.0268290810231713,0.3505857598152365,1.0,101
6372,22,0.6406647893855247,0.3473989212581394,1.0,165
5741,112,1.2291957278223862,0.2456019100415472,1.2,587
9780,57,1.881109475513953,0.6702387594973478,0.8,590
1565,66,0.5600886785760417,0.8722785420708066,1.0,1092
8891,330,0.9371913702406909,0.2139985711899109,1.2,864
8902,98,0.8113114043085552,0.23920371597701884,1.2,1465
7694,144,0.8572199804985445,0.6582162213495566,0.8,840
4512,125,1.862651827819063,0.8555965483088419,0.8,667
1524,167,1.2021035813514351,0.4613911124549069,1.2,468
9547,86,1.1994491194097283,0.47969151904617774,0.8,358
3341,76,1.6408634636829236,0.6770771979974208,0.8,913
7619,344,0.7317383060073888,0.4193703112993176,1.2,235
3686,294,1.2308980311500761,0.2212866928621473,1.2,310
2010,59,1.1449778211815895,0.7881828144812768,0.8,1346
6788,138,1.3953660358199842,0.7005199303531626,1.0,209
3123,99,1.9993365548756579,0.6646047992445273,0.8,919
5501,192,1.6541733411230706,0.7933473031934586,1.0,811
4386,243,1.0967985545261407,0.74018467004963,1.2,273
9105,319,1.7413295784110705,0.36470559054265694,1.0,1329
6177,49,0.7560625449687203,0.4819848375546809,1.2,229
4468,32,0.5456955294634402,0.3008881133429,0.8,69
4948,277,0.8066725586964096,0.30388561073430487,0.8,681
5049,20,1.0106173341713895,0.7409565970852314,1.2,1283
9635,154,1.2658711361893398,0.8868800855859986,1.2,107
3909,68,1.4226937108117998,0.9701860670889113,1.2,1166
9473,214,1.8659085758216327,0.7026776940395556,0.8,1294
6819,143,1.2647810143256866,0.3472810586887656,0.8,772
8847,232,1.251913466938594,0.28452027635914456,1.0,1305
9286,213,0.5753645147344733,0.8502807772294063,1.2,1437
9776,79,0.5523673289843357,0.6630051810879994,1.0,664
3272,214,1.326739942874558,0.694628016810976,0.8,611
6730,116,1.1572679198725169,0.8251696710037675,1.0,423
704,92,1.758770592470448,0.7626217821859613,1.0,671
1414,270,0.7410193770677678,0.8675666022848774,0.8,137
1731,168,0.5374574931755745,0.2449711243679028,0.8,1093
7776,58,1.1735581518951888,0.7980165093972038,1.2,1063
1023,284,0.8562178351283862,0.8806822058576764,1.0,63
1128,26,0.5744215600082562,0.4289080339666515,0.8,182
5229,66,1.5868974302714434,0.7123578191946023,0.8,1107
333,248,0.6673894999358712,0.4513296510695777,1.0,941
2305,254,1.4124792500116574,0.9663768531859633,0.8,1281
3827,44,0.9215746252503337,0.226738857948403,1.2,1272
6516,97,0.760244075532533,0.663834275066364,1.2,641
2052,42,1.0696272843789763,0.3332028376396121,1.0,632
5110,227,1.7021686643344305,0.7697761641417269,1.2,1228
4375,262,1.088140365356859,0.3407122267349297,0.8,1151
5548,167,1.6261544738165836,0.38830660951868606,0.8,1245
9642,279,0.6882294451987261,0.5954966488366065,0.8,338
6390,89,1.6591571294976186,0.9318679599975026,0.8,1062
1456,178,0.8553999873599729,0.3693714977183767,1.0,928
3576,197,1.5160896948333091,0.3153920168944828,1.2,1493
5845,307,1.3486723322614944,0.8071814654832246,1.2,56
3686,267,1.893717075817531,0.6004956258671448,0.8,1233
3784,268,1.080983776962971,0.9294280899054173,1.0,289
9788,74,0.5992477832516607,0.31729164572787383,0.8,1496
8253,8,0.5287332283268793,0.7167423144184315,0.8,585
3530,297,1.7402878414591296,0.38630331692145203,1.0,119
2903,164,1.2871034564921482,0.3254083429213115,1.0,265
8862,85,1.6628660777524238,0.7467435321258165,0.8,1177
8320,72,0.8516384000172721,0.6749476959269867,1.2,1127
7314,55,1.0176256182698507,0.803861966689865,0.8,855
1553,47,0.5451558083169784,0.4475700611569459,1.2,379
5263,238,1.9422384868611682,0.558377325105752,1.2,897
8749,104,1.5018018600512202,0.5243773410643349,1.0,1276
7775,210,1.8998076316389594,0.9872715711732114,1.0,1361
867,42,0.8982446111436084,0.4337991653915103,0.8,94
4668,316,1.4171954168384913,0.43585379067741353,1.2,878
9537,268,1.5177499524389568,0.48363856706288594,1.2,247
7019,263,0.9763245503863827,0.6516752650322573,0.8,1289
3919,336,1.772163852523445,0.4018581954109962,0.8,1382
2945,259,1.9207421943503717,0.9322319523034193,0.8,945
7683,283,1.8272826765440064,0.4125484518930108,1.0,381
739,114,1.6086004639090588,0.9166525852481557,0.8,745
5164,363,0.916197019587431,0.28278005091726777,0.8,76
5035,40,0.9224240631584476,0.7252501619197218,1.2,1239
3975,220,1.9450404806690569,0.9255884147505951,0.8,367
6242,129,0.515426743903538,0.33499955071858367,1.2,1347
7302,8,1.5740749598632167,0.974661568079404,1.2,1456
7512,101,1.5593692438328932,0.5623066883324094,1.0,414
5520,176,1.4340343114246963,0.9565720867528196,0.8,1176
6332,107,1.9851632691302987,0.7414560349040376,0.8,1009
8091,101,0.9678191536455878,0.44126949589884124,1.2,422
2979,260,1.0099577956898722,0.35064201993368516,1.0,294
1124,246,0.6184091044198333,0.44298803698007955,1.0,1242
1781,275,1.1641972048156062,0.27441392741014003,0.8,1491
7914,32,0.8915727893522721,0.3150943730746638,1.2,1429
3524,137,1.0150800532664663,0.28372835227718496,0.8,527
5913,12,1.7518576853834416,0.5383548349932462,0.8,174
7226,302,1.9032267702912435,0.8364627010060692,0.8,586
455,16,0.7785996080077784,0.31310684337307215,0.8,755
5004,129,1.0587633973301989,0.3042563465378687,1.2,1475
2038,63,1.892945843173091,0.7147431596138647,1.0,580
209,109,0.592712691033834,0.35774638557445304,0.8,835
3071,21,0.6385407921670678,0.2780880304871933,0.8,303
9189,158,0.744186483809344,0.33347886256446213,0.8,170
7609,269,1.3928192511903121,0.9389851167014209,0.8,1105
7618,162,0.7257084065089963,0.8571770022209526,1.0,710
5324,260,1.9521145721761002,0.4832516498840753,1.0,1110
1215,102,1.1700717908877805,0.7246566138619144,1.0,1415
2393,223,1.2522769405252496,0.6298205389344305,1.0,1086
8615,59,0.8699879237081097,0.7416994107860513,0.8,1256
7649,247,1.2064403786521003,0.7461369219702074,1.2,1338
4358,128,1.4928704489555173,0.7029872120479943,1.0,137
4125,283,1.626765705431064,0.4128810948298469,1.0,95
7170,325,1.6308021240648696,0.23120513661025452,0.8,1465
7138,25,1.3668366690411324,0.564453425592087,0.8,1192
4984,131,1.856539662490786,0.9127791077525631,0.8,982
4200,353,1.726111770959164,0.6555978068148607,0.8,794
1833,196,1.6355721720479381,0.8659128333615265,1.2,1016
7466,281,0.583408282520691,0.9932994743689825,1.2,812
8902,154,0.510316943329474,0.330892963310621,1.0,811
584,133,0.8186709157932095,0.7534221113135859,1.2,843
604,227,1.4952853908701784,0.7394348589600197,1.0,793
8375,189,1.1167962333238188,0.9839643578866228,1.0,1119
2200,265,1.1036093889489675,0.9884805871622404,1.2,607
6189,134,1.8268803323444205,0.7493428893793037,1.0,575
1660,211,1.8433442721977582,0.3948918335857554,0.8,646
7390,60,1.8637628960803787,0.8388446705044792,1.0,889
7340,364,0.970817114772541,0.2856233073688305,0.8,52
3836,364,1.5365837191088927,0.8245594433373029,1.2,1101
5009,213,0.9074497719115544,0.9281568993157572,1.2,1454
4378,216,0.7859147496116747,0.5062667158147482,1.0,206
7445,226,0.7769486860210538,0.7045082359864645,0.8,904
6800,131,1.0131614312953912,0.5441141856774611,1.0,560
6197,76,1.1449364296697326,0.5502120439905027,1.2,1406
2248,286,1.7464237565826026,0.44829671128649606,1.0,736
4980,277,0.6798366402090681,0.8097036963602597,1.0,1187
916,156,1.6023887710923412,0.9489412513332043,0.8,1462
8139,248,1.297182371283958,0.952600687387569,1.2,1323
5765,218,0.9319180140139887,0.33982502789994706,1.0,620
4744,190,1.2392293767992368,0.8997949197252528,0.8,764
5176,163,0.949913104665534,0.7899451531416977,1.0,1388
3619,180,1.394122932857459,0.40226992055223143,0.8,288
7439,34,1.1507658842828663,0.25382769033721164,0.8,1307
9966,41,0.746608293618318,0.4143978135075024,1.0,352
449,307,0.6748746118335451,0.9297665894252205,1.2,656
9065,338,1.3200435231081953,0.7065429399166179,1.2,1040
970,314,1.8536195499291552,0.7768437287182974,0.8,383
4563,75,1.0159365298365284,0.4057218808872767,1.2,162
1277,279,1.5995001608339348,0.7755105244598564,0.8,411
8627,176,1.4879920324096505,0.22249720502233902,1.2,850
8780,150,1.8973323714642216,0.5002570766184111,1.0,146
8101,273,1.7314715259487112,0.701402678833865,1.2,65
5058,325,1.3499078883581945,0.3168772524330562,0.8,605
6744,108,1.485545747351161,0.8584028595575479,0.8,425
4919,139,1.8475796998760523,0.38802503904953495,1.2,791
3014,350,1.0992781768804023,0.721824890254757,1.0,439
3574,271,0.990192058786666,0.5241577140602638,0.8,669
1452,347,0.5162166254527945,0.6768348763821177,0.8,1290
7196,289,1.7398266112871963,0.28596044210312654,0.8,1472
4873,212,1.7014710506050474,0.21353023993728587,0.8,1333
4730,272,0.6566817771502271,0.927651541904241,0.8,873
7081,66,1.3652860716990505,0.41570400701374627,1.0,369
7149,248,1.195972547250331,0.8557416022243673,1.2,245
9721,156,0.6780636432636672,0.9994802403777603,1.0,467
6441,47,1.9708523405910854,0.36914500639912895,1.0,656
8217,201,0.8220438311950331,0.4121365929466845,0.8,617
7141,148,0.6008512701358417,0.7302878301077327,1.0,593
9750,124,1.3922710692528644,0.972358907680497,0.8,280
7202,1,1.608300015699549,0.9326514785525952,1.0,933
1531,247,0.5486651690707804,0.6023004160524679,0.8,570
4461,343,1.4880764580905332,0.8360882260213798,0.8,752
7848,128,1.2984378139271817,0.3085966824799209,1.0,1273
9750,191,0.6548975133125726,0.98195054736321,1.0,895
5315,67,0.758785815419543,0.9714825872287893,1.2,722
4837,4,1.3519614459741207,0.3309831663033368,1.2,70
5054,303,0.9445364202699326,0.43953849984248533,1.2,1384
3377,294,1.9074735929769742,0.28012399800541354,1.0,637
7930,143,1.7281103442260761,0.4173740791185438,1.0,947
2380,191,1.9753508097704946,0.8527646315321653,0.8,420
5092,21,0.889506258425621,0.5026524857322077,1.2,127
7243,227,1.9545854491969656,0.27071757371740673,0.8,1358
337,313,1.146850804687337,0.4737804198231237,0.8,697
6527,117,1.021278192970632,0.9851066673930242,0.8,189
3672,302,0.5755242904540299,0.7037468762073624,0.8,602
5649,142,0.579147886789404,0.5329287571249262,1.2,1047
3032,39,1.538016883919982,0.333230810797816,0.8,331
3779,355,1.1868934916510419,0.9889414378269559,1.0,1331
6171,252,0.8397824390541586,0.856679207410503,1.0,1433
4364,333,1.4209554594878488,0.42518184196073555,1.0,489
8141,207,0.8792871773751667,0.2560549565769516,1.2,319
5769,210,1.3664476315166338,0.24530044590204644,0.8,1207
4500,115,1.0388131204740354,0.2963025196044271,1.2,795
6469,225,1.7353283399177286,0.6646148668915373,0.8,153
4018,134,1.731044241150169,0.9430107369643939,1.2,815
2106,251,1.216025597183602,0.5973947424047876,1.2,144
6454,219,1.0262286640025233,0.8743563859649577,0.8,778
960,91,1.043839694838642,0.5567092958878463,1.2,529
8030,354,1.7085717885023268,0.7668668366142601,0.8,829
7550,46,0.9922692241964179,0.7854981898292006,1.0,1314
6438,38,0.813589060560269,0.33917096472267094,1.0,62
6290,142,0.6270325128129602,0.48897284718064943,1.0,1220
6231,100,1.2000396813266125,0.7098417252304192,1.2,650
7887,328,1.2231981483797627,0.256557286547493,1.0,144
9291,190,1.7613630656043608,0.4892321502103653,0.8,342
8672,35,0.831858044669096,0.627839573024954,1.0,74
2087,147,1.0714869105026,0.9969795944357109,1.0,1345
3466,30,1.7126086083405365,0.5796268500979527,1.2,1239
866,334,1.7354354161234602,0.852845405691459,0.8,988
4388,84,1.0769166139681523,0.5456538280532942,1.2,811
871,281,1.1886860349300212,0.8371125780957671,1.2,1160
6977,344,0.9549288362739243,0.6763318412960868,0.8,703
7770,270,1.898832317628968,0.9092763532019188,1.2,1034
8156,154,0.6779656486123704,0.528754041880088,0.8,687
5324,102,1.900624134502205,0.6834435358571831,1.0,540
5785,215,1.5257996777530147,0.7040149444950619,0.8,1214
4977,150,1.2973582290300967,0.5339063534403787,0.8,1176
4100,83,0.5489885911767438,0.31544963494998524,0.8,1299
6877,110,1.2133942877330124,0.27484752552986846,1.2,624
7181,275,1.1116221575040983,0.21333724047970648,0.8,343
6576,201,0.7418282179626838,0.8988274113961718,0.8,945
723,284,1.4846144052509853,0.38917992979095567,0.8,1379
2593,173,1.9567263610524286,0.36920539942541447,1.0,1327
2793,327,1.3432832165967876,0.7888283203408524,0.8,1253
7440,206,1.5721299146659187,0.45601289046991345,1.2,89
7137,63,0.6026756788490252,0.6048357539294693,0.8,825
6390,73,1.126500493725492,0.33000885223796506,0.8,569
5440,251,0.6745377277467438,0.9677965771695753,1.0,595
6693,124,1.4191937533047656,0.88126512001379,0.8,285
3078,121,1.9077232373212318,0.8910316983720026,1.2,512
4343,275,1.4926665987074577,0.5254189988576041,0.8,1301
3844,120,0.6152045724716323,0.8098889709657382,1.2,532
4632,317,1.0319993074776241,0.3151009243118241,1.0,479
1476,164,1.3259950691612774,0.20689520207342424,0.8,1095
6011,286,1.1048116341998784,0.2159783460624225,1.0,392
502,265,1.7504660157127585,0.6692813899236484,0.8,1113
838,320,1.7220065070649837,0.5643159241983526,1.2,1246
255,161,1.4177465301548322,0.6144122791268158,1.0,1252
8917,308,1.060186917699058,0.20597051233377553,0.8,182
8350,89,0.8830045606448662,0.5381492957259406,1.2,400
2325,142,0.658811477319694,0.7744545289606888,1.0,555
564,203,1.0323465252298312,0.5541549615739487,0.8,133
7009,309,1.1197587758115792,0.7857753650497779,1.0,1042
4821,227,1.5137343876561105,0.38641517151746785,0.8,879
5326,334,1.48723973644636,0.8505136035853804,1.2,910
5322,222,0.6051622094618854,0.6707449923627619,1.2,392
1846,41,1.0928889731467366,0.368610479543925,1.0,1353
1118,196,0.7726683008260429,0.38937638068306635,1.0,915
2997,68,0.7352190579752085,0.7024243716556298,0.8,1336
6706,264,1.7409532246058688,0.8639516745699547,1.2,1239
6070,2,0.5628728250743863,0.5325022256233242,0.8,342
1731,361,1.128774313853182,0.40664034330207377,1.2,1299
8372,125,0.7523054836497773,0.8936092855284803,1.0,1243
3545,110,1.818995323517711,0.7354146334006679,0.8,647
7873,86,1.3355607699125527,0.5584683898264613,0.8,694
7149,120,0.847070954565272,0.5903201562234415,1.2,497
7082,127,1.2536409307495646,0.3634051743491171,1.2,739
2106,255,1.5972295395546738,0.7014421040518752,1.2,1051
3286,183,1.9371770133791506,0.48699400843431095,1.0,904
8352,16,0.8306690063681283,0.9965161413394794,0.8,551
5950,62,1.8292726581940177,0.5841468122095104,1.2,813
9105,158,1.9014561712512354,0.5887084849516906,1.0,784
1262,268,1.8746308167980994,0.6526814299285375,1.2,1452
2176,35,1.4531215352928648,0.9334048024949975,0.8,1274
1496,267,1.4447309816520615,0.8406544798878002,1.2,299
6429,64,1.1048159497757342,0.5609040558382732,0.8,1482
7841,50,1.6285968234556818,0.7749594127782369,1.0,650
325,255,1.296941027526398,0.6689883990246093,1.0,174
4832,149,1.5161571068424418,0.5938936389609992,1.2,162
6488,325,1.142686855773193,0.35385261822748043,0.8,1030
3796,304,1.5972446960647086,0.5711490107639128,0.8,1210
6368,276,1.7367072764068237,0.39665486961805974,0.8,199
9995,357,0.7196543849042242,0.9318737198813238,1.2,924
7761,172,1.749394573361342,0.46832545079707755,0.8,392
8458,201,1.3104447976854607,0.9618112116266979,0.8,629
432,324,1.7669988636353364,0.626444232075769,0.8,832
9561,35,1.146952559511522,0.7052355029409283,0.8,370
6571,216,1.0685607280745526,0.6343523555914623,1.2,871
4406,65,1.8725910987758336,0.30350449357336073,1.2,581
9885,8,0.876753901322602,0.5006569752063528,0.8,1362
8143,301,1.7663184879292146,0.2793168898220992,0.8,541
7091,343,1.2260308587641062,0.6983632353467054,1.0,661
6938,332,1.2711431638268895,0.5574993561603512,1.0,301
2672,76,0.962702422234226,0.8223879772567495,0.8,1150
2939,174,1.3595633009285235,0.37637638479949587,0.8,1465
5601,47,0.987816794414317,0.33165284674346796,1.0,1485
1961,15,0.5589041213624785,0.5250657847710143,1.0,222
1076,361,0.9079979080165341,0.941268306574705,0.8,924
4012,147,0.509568565109886,0.7683374520099295,1.2,250
9704,26,1.967532180585285,0.5351388998343349,1.2,266
1660,308,1.9486208147296211,0.6138177358034484,0.8,425
1933,93,1.0927329462084576,0.2673704089416787,0.8,60
1805,232,1.592556281509469,0.9876607171008904,1.0,1085
5822,21,1.0187091476156374,0.7331258437559351,1.0,941
6967,307,1.506639735628964,0.428323254770738,1.2,484
7186,38,1.7081450645689686,0.6686467153721956,0.8,867
3717,276,1.920134367038361,0.2875858928551952,1.0,1446
3935,157,1.1003184137745081,0.9726693350460669,1.2,1346
9552,179,1.6749469744340715,0.33982799030669275,1.2,980
8634,132,0.8988926759481781,0.7184242544441715,1.2,740
2790,311,1.9854984556904725,0.39636357003114436,1.0,1205
1263,348,0.5386543981465267,0.7740491061188286,1.0,904
4524,28,1.4052932097516815,0.821457093792225,0.8,833
9311,260,1.4892589724769907,0.7387357831291461,0.8,368
5542,76,1.5320683356111933,0.691599568204154,1.2,893
205,67,0.6805813681836335,0.9139752751616095,1.2,670
7689,342,1.9077946752096957,0.2629013687918065,1.0,834
8859,194,0.7717749185751241,0.4647318126241562,1.0,1241
8395,162,1.4341301048597617,0.3986299837046768,0.8,446
6166,347,0.8340141186846275,0.9904111696523372,0.8,1253
9037,361,0.9608246255319064,0.5115118237334988,0.8,1131
317,257,1.3196878125921865,0.7860901593923191,1.0,509
2751,72,1.1257901278468647,0.7477801311048038,1.2,110
5760,87,0.7403384014647594,0.3696649899819022,0.8,418
4489,262,0.7564046036312724,0.3911981441692411,0.8,1194
1046,214,1.1272171822441994,0.42502765084242733,1.0,768
6516,153,1.6359244674132511,0.5289018226075034,0.8,595
6669,210,1.8469469702716828,0.3874600525204215,1.2,1090
9533,61,0.6261914933890742,0.21572118619747827,1.0,545
9115,268,1.0896558613391016,0.9035144454457564,0.8,546
424,262,0.650368345584315,0.9724878651047073,0.8,554
4408,218,0.5248887209488968,0.4732563096252544,1.0,1018
6483,283,1.492578023965935,0.4708055035403783,1.0,1388
2248,136,1.4036741629498817,0.2056734502194968,0.8,1142
6433,362,0.7445286707223293,0.7442005506642992,1.2,210
9965,93,0.8507192496395961,0.8603519165989031,1.0,767
2028,109,0.5355616304667776,0.3172866402880026,1.2,1218
2117,241,1.7524208085416055,0.3277330794937206,0.8,1042
4434,355,1.962035894072827,0.8320665999771502,1.2,1458
7188,142,0.7031893051920362,0.6930325986833157,0.8,318
2226,291,0.8472128206479472,0.23588844610217363,0.8,748
3944,237,1.802614285920401,0.6980375923698254,0.8,914
9293,340,1.8896956969342773,0.4471341782750129,0.8,399
209,312,1.1294410742102154,0.49498012437667677,1.2,159
460,177,0.5759337084036111,0.8157851346375042,0.8,456
6238,141,0.5590877505392291,0.8487481541380886,0.8,699
2419,189,1.3609247991035156,0.5202853014718645,1.2,100
7241,49,1.0893426633397685,0.9577223488050839,1.0,1476
2260,302,0.5429786413664818,0.5251701743616578,1.2,1160
5487,190,1.3748785884688353,0.8174688281840881,1.2,1141
1819,136,0.5169538048835337,0.5871018116514073,1.2,645
8712,43,1.6810579372239094,0.9180258612176673,0.8,1028
1542,353,0.9596492340550573,0.9262089949201429,0.8,1115
3032,90,0.5603870045138482,0.2699334462968671,0.8,780
3024,295,1.38252833147473,0.9491946650481806,1.0,106
2194,341,1.096526621649582,0.8604278732163326,0.8,787
3690,245,1.9607006200357242,0.8330485714501334,1.0,245
9510,192,1.3162979937555532,0.36072907174841795,0.8,1135
8184,318,0.9128587715555124,0.8440953670037319,1.2,1336
1804,106,1.5641582969509622,0.8801061877480294,0.8,161
435,363,0.907238003814067,0.43132026756332076,1.0,814
2108,310,1.8563649371113478,0.9618080626898591,1.0,760
8767,233,1.0620829557610647,0.23988811711933142,0.8,1251
3730,265,1.3248028441643078,0.31992740259771174,1.2,997
5456,344,0.5758596557363433,0.6300649104412115,0.8,75
2835,37,1.1391818569283463,0.6606339768978478,0.8,459
8362,305,1.7485453094914924,0.7161200666407228,0.8,807
9962,41,1.708473208045013,0.2135753034523732,1.2,580
2760,17,0.8364778382802893,0.9682934196977042,1.0,1390
5615,344,0.839118606515844,0.2356704741873152,1.2,1179
3591,277,1.7259579683198552,0.31444956217872194,1.0,798
6151,307,1.8955976302539883,0.2112116140208456,1.0,295
5668,59,0.6430413819095053,0.6534867466352758,1.0,1154
8207,183,1.175087959139338,0.9458135071367779,1.2,711
9264,41,1.0061814184463436,0.7327577328643715,0.8,958
9644,39,1.806032683186159,0.8581259747843419,0.8,445
6613,192,0.6252873720200282,0.21062496276686407,0.8,571
7141,267,0.8166889138370561,0.6336122387837808,0.8,975
9706,147,1.6287025063797416,0.5676503820044175,0.8,313
5020,333,0.5769407734718234,0.5991743553766344,1.2,839
3098,127,1.238803071071434,0.2577705482681504,1.2,1347
7746,46,1.16316055201958,0.7475482888554461,1.2,221
277,45,1.0016017684831229,0.6025763318869075,1.2,314
7777,1,1.0918584729783856,0.8121190798890112,1.2,1099
4427,168,1.2949108803953493,0.5882325072493724,1.2,525
800,108,0.7420510375825746,0.3195053089811457,1.2,405
1265,19,1.3579938174253892,0.7186055632622577,0.8,1099
2336,332,1.7081484939499796,0.337909089684133,1.0,83
9710,72,1.6402413946852386,0.8979156506838519,1.2,313
7143,109,0.7308498570406605,0.6904929912553932,1.0,1211
8004,268,0.7238742046122109,0.3257631068455634,1.2,865
6765,240,0.90226155161737,0.9698704459849654,1.2,924
6184,301,1.0416120895115557,0.6146923706682565,0.8,803
5342,90,1.1126833721127238,0.258318761497324,1.0,615
4870,103,1.519545825250018,0.7014663235320537,0.8,511
2390,250,0.5850206482487531,0.4025591256102482,0.8,1241
9384,8,0.5520090563390996,0.842954761501842,1.0,704
2912,153,1.0878658444158635,0.8542576588529525,0.8,130
2392,347,1.5457455382069707,0.9831578846837294,1.2,806
1448,174,0.7901530144347239,0.6014956248196031,1.2,919
4233,343,1.4622567218843776,0.5639655037821898,1.2,1480
2197,158,0.8897422069104493,0.8027804843571846,1.2,1119
3887,215,1.8291291632202746,0.3059765250735413,1.2,648
4218,177,1.8435349163999248,0.6375324110344993,0.8,856
2170,175,0.9459308064219898,0.6369980801046808,0.8,1126
8589,340,0.8449906309448607,0.2715784982483098,1.2,1033
5965,338,1.116955958099347,0.5343872684055309,1.2,753
1402,146,0.8607973777702231,0.8826278388537616,0.8,525
8335,324,1.5085757649375555,0.8849228975957282,1.0,641
5767,161,1.7390970268224284,0.2793901319357448,0.8,65
7867,127,1.5096381963668255,0.2725767061982647,0.8,1433
5942,82,1.7365256708740242,0.41015638160154827,0.8,536
5988,147,1.0954882433112112,0.8998128500431948,0.8,755
5608,239,0.7344754560632913,0.30312206805879915,0.8,1214
8869,84,1.6069264210963883,0.7759974421019571,1.0,669
9646,113,1.0407117577123308,0.2809324956904826,1.2,1068
1122,225,1.5069062378436988,0.6985102829982603,1.2,826
619,332,0.9059659129726485,0.4848538392953159,1.0,496
2404,243,0.6218444522100091,0.8311311703726936,1.2,339
1320,143,1.9888726932316452,0.3869523590602909,1.2,258
1150,41,0.734302261895899,0.7113614635119678,1.2,462
2536,258,1.9826314909452216,0.388546027660708,1.0,726
5573,285,1.9659198988496709,0.770928226489723,1.0,1444
2443,105,1.6907271558620596,0.8989424276485991,1.2,713
2845,202,1.4891344431229965,0.30144143930140804,1.2,339
4812,307,1.366710575376627,0.8932765508764029,1.2,1341
2065,331,1.799152318066752,0.6748602035314384,0.8,200
6228,266,0.934159282429232,0.3016883926936192,0.8,1328
7526,210,1.2015218187273156,0.5420334842877697,0.8,1426
6571,51,1.429084954049753,0.3286882347880783,1.0,1450
6559,118,1.1167857138042367,0.7602783110932556,1.2,904
8063,201,1.141229681135402,0.8070945075343599,1.0,1431
